date,ticker,pred_horizon_return,gross_return,net_return,success,hormuz_closure,red_sea_disruption,sanctions_escalation,oil_above_100,gold_above_3000,silver_above_40,taiwan_strait_crisis,russia_ukraine_ceasefire,us_recession,middle_east_war_escalation,regime,month
2024-03-20,SM,0.07826621841040811,-0.003732897150954262,-0.011732897150954262,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-20,AR,0.07231048133415328,0.08130386035492632,0.07330386035492631,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-20,STNG,0.06693521560697387,-0.05206316910380515,-0.06006316910380515,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-21,SM,0.07805490426855706,-0.015154651868068636,-0.023154651868068636,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-21,AR,0.06648012669566503,0.09006326761108441,0.0820632676110844,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-21,SBLK,0.06417420046591081,-0.059231980502657655,-0.06723198050265766,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-22,SBLK,0.08895586941246496,-0.05026346847520735,-0.05826346847520735,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-22,FRO,0.07560790631086946,-0.006510482635347037,-0.014510482635347037,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-22,DHT,0.06834312834192866,0.003587440647670359,-0.004412559352329641,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-25,SBLK,0.09204072173990868,-0.01804752427625389,-0.02604752427625389,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-25,FRO,0.07090707577545123,0.01650018017528465,0.008500180175284651,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-25,INSW,0.06399560698799962,0.01947804006225562,0.01147804006225562,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-26,SBLK,0.08976103023365989,0.006719859344850976,-0.0012801406551490244,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-26,FRO,0.07276092714702165,-0.0035087687010106894,-0.01150876870101069,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-26,SM,0.06450628918924697,0.02732124092069932,0.01932124092069932,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-27,SBLK,0.08470736071726269,0.014540938342636922,0.006540938342636922,1,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-27,FRO,0.06478416978678184,0.006872845476498801,-0.001127154523501199,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-27,DHT,0.06116234854314695,0.005253893655126518,-0.002746106344873482,0,0.5,0.5,0.5,0.5,0.5,0.5,0.10273004253107643,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-28,SBLK,0.08044085354226205,0.035190541085303284,0.027190541085303284,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-28,AR,0.06801460734445669,0.16551721507105288,0.15751721507105287,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-03-28,FRO,0.06496255153164918,0.017964075764328014,0.009964075764328013,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,3
2024-04-01,SBLK,0.08405130070498545,0.044972400494988296,0.036972400494988296,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-01,AR,0.07727399075610679,0.16706362536167552,0.1590636253616755,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-01,FRO,0.07349503948641749,-0.009611347233731138,-0.017611347233731138,0,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-02,AR,0.09275873058323686,0.15249061530833763,0.14449061530833762,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-02,FRO,0.07854748529973109,-0.0055038553554711545,-0.013503855355471155,0,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-02,DHT,0.07360145261131845,-0.013816912648208168,-0.02181691264820817,0,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
2024-04-03,AR,0.11047463811249128,0.11050663097116553,0.10250663097116552,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0929683916677107,0.0007537980728772819,0.5,0.5,High Hormuz,4
