variant,horizon_days,n_periods,annualized_alpha,annualized_return,cagr,information_ratio,sharpe,hit_rate,avg_alpha,max_drawdown,commodity_type,n_tickers
market_only,63,504,0.2716005272765313,0.45185702254096016,0.4877336129279657,0.8972001564412204,1.6488170462155711,0.6646825396825397,0.06790013181913282,-1.4278967392651793,precious_metals,32
convexity,252,504,0.2342445465023536,0.4121973174232606,0.4042054957899148,1.5126321580317466,2.797697768589666,0.9265873015873016,0.2342445465023536,-0.19628343442477103,oil_services,21
market_only,252,504,0.2140551186682975,0.3920078895892045,0.3844477675225746,1.4129324511651882,2.739059543235963,0.9047619047619048,0.2140551186682975,-0.21295325005738164,oil_services,21
full_cross_market,252,504,0.21295062821204078,0.39090339913294775,0.37985947448452895,1.1632068634704846,2.2682443201042655,0.8531746031746031,0.21295062821204078,-0.44150778445091987,oil_services,21
full_cross_market,21,504,0.2126937766595455,0.3843876342282039,0.40070615625428063,0.6878020923157895,1.3041442398560812,0.5615079365079365,0.01772448138829546,-2.011104736662208,oil_services,21
market_event,252,504,0.21231637873785963,0.39026914965876663,0.3822737300494399,1.365965293031127,2.672073910898281,0.9027777777777778,0.21231637873785963,-0.47527991483227083,oil_services,21
market_only,42,504,0.20212691946036881,0.3811657367860206,0.3828547858816356,0.5865968641610074,1.2066869107414364,0.6111111111111112,0.03368781991006147,-4.08845845070866,precious_metals,32
convexity,252,519,0.20176509908484225,0.37457472633751493,0.3686375225940195,1.7505875147483576,3.0074655299065833,0.9691714836223507,0.20176509908484225,-0.3668745312291435,oil_gas_upstream,57
market_only,63,519,0.19786157928911996,0.3729083492568891,0.4104560100926211,0.9532013275770094,2.1476888372040275,0.7148362235067437,0.04946539482227999,-1.6163037030277643,oil_gas_upstream,57
market_event,252,519,0.19643061766232914,0.3692402449150018,0.3647614547845357,1.98698565084318,3.3325179692330194,0.9807321772639692,0.19643061766232914,-0.02892382652271408,oil_gas_upstream,57
market_only,252,519,0.19563951262957355,0.3684491398822462,0.36394148428250417,1.9807076330030913,3.3134841182388217,0.9807321772639692,0.19563951262957355,-0.02892382652271408,oil_gas_upstream,57
full_cross_market,252,519,0.19506818191955433,0.367877809172227,0.3533825800350672,1.137533384145258,2.008153695906286,0.8978805394990366,0.19506818191955433,-1.1462462402480185,oil_gas_upstream,57
market_event,63,519,0.19244605101852755,0.3674928209862967,0.39796794199183316,0.8325935593557354,1.8576551663761467,0.7090558766859345,0.04811151275463189,-1.6248630094157157,oil_gas_upstream,57
market_only,21,504,0.18541484884650694,0.35710870641516534,0.3670731280764017,0.5874825782402711,1.240768846336198,0.5654761904761905,0.015451237403875578,-2.6602117164739045,precious_metals,32
full_cross_market,42,504,0.18075487016530106,0.3597936874909529,0.3238658563893746,0.468577239921766,0.9776036275550292,0.6369047619047619,0.030125811694216843,-3.855649629341194,precious_metals,32
